지점,일시,기온(°C),풍향(36방위),풍속(m/s),해면기압(hPa),현지기압(hPa),12시간강수량(mm),상대습도(%),이슬점온도(°C),시정(m)
3,2018-02-11 03:00,-10.6,32,6,1016.8,1016.4,,35,-23.1,3000
3,2018-02-11 06:00,-11.9,32,4,1016.7,1016.3,,35,-24.3,3000
3,2018-02-11 09:00,-10.8,32,1,1016.4,1016,,40,-21.8,3000
3,2018-02-11 12:00,-8.4,32,9,1015.2,1014.8,,34,-21.5,3000
3,2018-02-11 15:00,-7.3,32,7,1011.9,1011.5,,33,-20.8,3000
3,2018-02-11 18:00,-10.2,32,4,1013.8,1013.4,,30,-24.5,3000
3,2018-02-11 21:00,-11.9,32,3,1015.4,1015,,35,-24.3,3000
3,2018-02-12 00:00,-12.2,32,4,1016,1015.6,,40,-23.1,3000
3,2018-02-12 03:00,-12,32,2,1015.2,1014.8,,40,-22.9,3000
3,2018-02-12 06:00,-11.9,32,3,1014.4,1014,,40,-22.8,3000
3,2018-02-12 09:00,-11.6,32,5,1016.1,1015.7,,40,-22.5,3000
3,2018-02-12 12:00,-8.7,32,5,1015.3,1014.9,,39,-20.3,3000
3,2018-02-12 15:00,-8.4,32,6,1013.9,1013.5,,37,-20.5,3000
3,2018-02-12 18:00,-9,32,3,1015.5,1015.1,,40,-20,3000
3,2018-02-12 21:00,-10.1,32,2,1016.5,1016.1,,45,-19.8,3000
3,2018-02-13 00:00,-10.4,0,0,1016.8,1016.4,,50,-18.8,3000
3,2018-02-13 03:00,-14.8,0,0,1016.5,1016.1,,60,-20.8,3000
3,2018-02-13 06:00,-16.6,0,0,1016.5,1016.1,,75,-20,3000
3,2018-02-13 09:00,-11.8,0,0,1017.3,1016.9,,75,-15.3,3000
3,2018-02-13 12:00,-3.4,32,5,1016.1,1015.7,,41,-14.7,3000
3,2018-02-13 15:00,-2.8,32,6,1013.8,1013.4,,39,-14.8,3000
3,2018-02-13 18:00,-4.9,0,0,1015.2,1014.8,,57,-12.2,3000
3,2018-02-13 21:00,-10.2,32,1,1015.2,1014.8,,65,-15.5,3000
3,2018-02-14 00:00,-11.4,0,0,1016,1015.6,,70,-15.8,3000
3,2018-02-14 03:00,-9,32,1,1015,1014.6,,70,-13.4,3000
3,2018-02-14 06:00,-7.8,32,1,1013.6,1013.2,,67,-12.8,3000
3,2018-02-14 09:00,-5.7,27,2,1012.6,1012.2,,67,-10.9,3000
3,2018-02-14 12:00,-5.1,32,3,1011.5,1011.1,.1,90,-6.5,800
3,2018-02-14 15:00,-.3,36,3,1009.8,1009.4,.1,71,-5,3000
3,2018-02-14 18:00,-2.4,32,3,1011.9,1011.5,,70,-7.2,1800
3,2018-02-14 21:00,-4.7,32,6,1015.9,1015.5,.1,59,-11.4,3000
3,2018-02-15 00:00,-5.9,32,7,1019.3,1018.9,,54,-13.8,3000
3,2018-02-15 03:00,-5.9,32,5,1020,1019.6,,54,-13.8,3000
3,2018-02-15 06:00,-9.2,0,0,1020.6,1020.2,,61,-15.4,3000
3,2018-02-15 09:00,-4.9,32,5,1021.9,1021.5,,54,-12.7,3000
3,2018-02-15 12:00,-1.6,32,6,1020.7,1020.3,,45,-11.9,3000
3,2018-02-15 15:00,.2,32,4,1018.5,1018.1,,39,-12.2,3000
3,2018-02-15 18:00,-2.5,0,0,1018.8,1018.4,,59,-9.4,3000
3,2018-02-15 21:00,-9.2,32,2,1020.4,1020,,70,-13.7,3000
3,2018-02-16 00:00,-10.8,32,2,1018.6,1018.2,,69,-15.3,3000
3,2018-02-16 03:00,-13.7,27,2,1019.7,1019.3,,80,-16.4,3000
3,2018-02-16 06:00,-7.8,32,2,1017,1016.6,,65,-13.3,3000
3,2018-02-16 09:00,-6.3,0,0,1015.8,1015.4,,65,-11.7,3000
3,2018-02-16 12:00,-1.2,14,4,1013.3,1012.9,,67,-6.6,3000
3,2018-02-16 15:00,-1.4,14,4,1010.5,1010.1,,76,-5.1,3000
3,2018-02-16 18:00,-1.6,32,7,1011.6,1011.2,,46,-11.8,2500
3,2018-02-16 21:00,-5.4,32,3,1013.9,1013.5,,58,-12.4,3000
3,2018-02-17 00:00,-7.1,32,9,1014.4,1014,,53,-15.1,3000
3,2018-02-17 03:00,-8.2,32,11,1015.3,1014.9,,53,-16.1,3000
3,2018-02-17 06:00,-9.2,32,9,1016.3,1015.9,,57,-16.2,3000
3,2018-02-17 09:00,-8.6,32,7,1018.6,1018.2,,54,-16.3,3000
3,2018-02-17 12:00,-5.3,32,8,1018.8,1018.4,,48,-14.5,3000
3,2018-02-17 15:00,-4.1,32,9,1018.6,1018.2,,46,-14.1,3000
3,2018-02-17 18:00,-5.1,32,6,1020.7,1020.3,,44,-15.4,3000
3,2018-02-17 21:00,-6.7,32,6,1023.5,1023.1,,46,-16.4,3000
3,2018-02-18 00:00,-6.7,32,5,1023.9,1023.5,,46,-16.4,3000
3,2018-02-18 03:00,-9.4,32,1,1025.3,1024.9,,48,-18.4,3000
3,2018-02-18 06:00,-11.9,0,0,1026.6,1026.2,,55,-19.1,3000
3,2018-02-18 09:00,-6.5,32,1,1026.9,1026.5,,57,-13.6,3000
3,2018-02-18 12:00,-1.7,32,5,1025.4,1025,,37,-14.4,3000
3,2018-02-18 15:00,-.2,23,4,1022.5,1022.1,,57,-7.6,3000
3,2018-02-18 18:00,-3.4,0,0,1023.4,1023,,76,-7,3000
3,2018-02-18 21:00,-8.1,0,0,1023.7,1023.3,,83,-10.4,3000
3,2018-02-19 00:00,-11.1,0,0,1023.8,1023.4,,90,-12.4,3000
3,2018-02-19 03:00,-12.5,0,0,1022.8,1022.4,,90,-13.8,3000
3,2018-02-19 06:00,-12.5,0,0,1022.6,1022.2,,85,-14.5,3000
3,2018-02-19 09:00,-3.9,0,0,1023.7,1023.3,,71,-8.4,3000
3,2018-02-19 12:00,1,27,3,1022,1021.6,,31,-14.1,3000
3,2018-02-19 15:00,-.6,14,6,1019.4,1019,,70,-5.4,3000
3,2018-02-19 18:00,-1.9,23,3,1019.7,1019.3,,71,-6.5,3000
3,2018-02-19 21:00,-7.7,0,0,1021.1,1020.7,,78,-10.8,3000
3,2018-02-20 00:00,-9.3,27,2,1021.5,1021.1,,73,-13.3,3000
3,2018-02-20 03:00,-8.8,0,0,1020.9,1020.5,,65,-14.2,3000
3,2018-02-20 06:00,-11.4,32,2,1020.6,1020.2,,70,-15.7,3000
3,2018-02-20 09:00,-6.5,0,0,1020.1,1019.7,,70,-11.1,3000
3,2018-02-20 12:00,.4,32,7,1019.4,1019,,38,-12.4,3000
3,2018-02-20 15:00,.4,32,8,1018,1017.6,,29,-15.5,3000
3,2018-02-20 18:00,-2.4,32,1,1019.6,1019.2,,29,-18.1,3000
3,2018-02-20 21:00,-5.7,32,3,1022.8,1022.4,,37,-18.1,3000
3,2018-02-21 00:00,-6.8,32,5,1023.7,1023.3,,43,-17.3,3000
3,2018-02-21 03:00,-7,32,3,1022.8,1022.4,,47,-16.3,3000
3,2018-02-21 06:00,-11.2,32,2,1023.6,1023.2,,60,-17.4,3000
3,2018-02-21 09:00,-7.1,0,0,1024.3,1023.9,,63,-13,3000
3,2018-02-21 12:00,-1.6,32,5,1021.5,1021.1,,44,-12.4,3000
3,2018-02-21 15:00,-2,14,5,1018.5,1018.1,,62,-8.2,3000
3,2018-02-21 18:00,-3.2,18,2,1019.6,1019.2,0,88,-4.9,800
3,2018-02-21 21:00,-8.4,0,0,1020.1,1019.7,0,92,-9.4,3000
3,2018-02-22 00:00,-12.1,0,0,1019.9,1019.5,,95,-12.7,3000
3,2018-02-22 03:00,-13.9,32,1,1020.4,1020,,85,-15.9,3000
3,2018-02-22 06:00,-14.8,32,3,1018.3,1017.9,,90,-16.1,3000
3,2018-02-22 09:00,-7.8,0,0,1018.7,1018.3,,84,-10,3000
3,2018-02-22 12:00,2.5,23,4,1016.4,1016,,40,-9.7,3000
3,2018-02-22 15:00,1.8,14,4,1014.3,1013.9,,54,-6.4,3000
3,2018-02-22 18:00,-.4,14,2,1013.5,1013.1,,78,-3.8,3000
3,2018-02-22 21:00,-2.5,32,2,1014.3,1013.9,,74,-6.5,3000
3,2018-02-23 00:00,-4.4,32,2,1015.2,1014.8,,72,-8.7,3000
3,2018-02-23 03:00,-2.9,32,3,1016.8,1016.4,,79,-6,3000
3,2018-02-23 06:00,-5.1,32,1,1018.8,1018.4,,78,-8.3,3000
3,2018-02-23 09:00,-4.5,36,3,1020.6,1020.2,,69,-9.4,3000
3,2018-02-23 12:00,-1.4,36,3,1021.2,1020.8,,48,-10.9,3000
3,2018-02-23 15:00,-2,14,7,1018.8,1018.4,,60,-8.7,3000
3,2018-02-23 18:00,-3.9,0,0,1021.1,1020.7,0,82,-6.5,800
3,2018-02-23 21:00,-4.6,0,0,1022.9,1022.5,0,98,-4.9,800
3,2018-02-24 00:00,-4.7,0,0,1023.2,1022.8,.7,98,-5,800
3,2018-02-24 03:00,-5.7,32,6,1025.2,1024.8,9,79,-8.7,3000
3,2018-02-24 06:00,-7.3,32,4,1027.9,1027.5,,71,-11.6,3000
3,2018-02-24 09:00,-7.3,32,1,1031,1030.6,,62,-13.3,3000
3,2018-02-24 12:00,-5.9,32,4,1031.6,1031.2,,46,-15.6,3000
3,2018-02-24 15:00,-3.2,32,3,1030.2,1029.8,,40,-14.9,3000
3,2018-02-24 18:00,-4.6,36,3,1031,1030.6,,35,-17.9,3000
3,2018-02-24 21:00,-9.5,32,1,1032.5,1032.1,,60,-15.9,3000
3,2018-02-25 00:00,-13.3,0,0,1032.8,1032.4,,75,-16.8,3000
3,2018-02-25 03:00,-13.5,32,2,1031.1,1030.7,,80,-16.2,3000
3,2018-02-25 06:00,-14.7,0,0,1030.1,1029.7,,80,-17.4,3000
3,2018-02-25 09:00,-10.2,0,0,1030.1,1029.7,,75,-13.8,3000
3,2018-02-25 12:00,-3.7,5,1,1029.5,1029.1,,62,-9.9,2000
3,2018-02-25 15:00,-2.9,14,1,1026.9,1026.5,,69,-7.8,2000
3,2018-02-25 18:00,-4.1,18,1,1026.7,1026.3,,70,-8.7,3000
3,2018-02-25 21:00,-8.7,0,0,1027.9,1027.5,,83,-11.1,3000
3,2018-02-26 00:00,-11.4,0,0,1028.2,1027.8,,85,-13.4,3000
3,2018-02-26 03:00,-13.3,0,0,1027.8,1027.4,,90,-14.6,3000
3,2018-02-26 06:00,-9.6,0,0,1028.5,1028.1,,94,-10.4,2000
3,2018-02-26 09:00,-6.1,9,2,1029.5,1029.1,,79,-9.2,2000
3,2018-02-26 12:00,-3.9,14,2,1029.7,1029.3,,71,-8.4,2000
3,2018-02-26 15:00,-4.1,14,3,1028,1027.6,,73,-8.3,2000
3,2018-02-26 18:00,-4.5,0,0,1028.1,1027.7,,84,-6.8,1800
3,2018-02-26 21:00,-5.5,0,0,1027.8,1027.4,0,95,-6.2,800
3,2018-02-27 00:00,-5.6,14,1,1027.4,1027,.4,97,-6,800
3,2018-02-27 03:00,-6.6,0,0,1026.2,1025.8,1,91,-7.8,800
3,2018-02-27 06:00,-7.6,0,0,1025.2,1024.8,3,90,-8.9,800
3,2018-02-27 09:00,-6.7,32,2,1025,1024.6,4,88,-8.3,800
3,2018-02-27 12:00,-3.7,5,4,1024.6,1024.2,,71,-8.1,3000
3,2018-02-27 15:00,0,36,4,1024,1023.6,,65,-5.7,3000
3,2018-02-27 18:00,-2.1,0,0,1024.9,1024.5,,66,-7.5,3000
3,2018-02-27 21:00,-5.3,0,0,1027.2,1026.8,,90,-6.7,2000
3,2018-02-28 00:00,-8.4,0,0,1026.7,1026.3,,92,-9.4,2000
3,2018-02-28 03:00,-8,0,0,1027.3,1026.9,,90,-9.4,2000
3,2018-02-28 06:00,-6.6,0,0,1025.8,1025.4,,91,-7.8,2000
3,2018-02-28 09:00,-4.7,0,0,1025.1,1024.7,0,91,-6,800
3,2018-02-28 12:00,-1.1,14,3,1022.3,1021.9,,87,-3,1800
3,2018-02-28 15:00,-1.8,14,3,1018.1,1017.7,0,90,-3.2,800
3,2018-02-28 18:00,-.8,14,4,1013,1012.6,.2,97,-1.2,800
3,2018-02-28 21:00,-.2,14,4,1010.3,1009.9,2,98,-.5,800
3,2018-03-01 00:00,-.4,14,4,1007.7,1007.3,2,98,-.7,800
3,2018-03-01 03:00,-.8,14,4,1004.6,1004.2,7,93,-1.8,800
3,2018-03-01 09:00,-.8,0,0,999,998.6,9,93,-1.8,800
3,2018-03-01 12:00,-3.7,32,8,999.4,999,.3,71,-8.1,800
3,2018-03-01 15:00,-4.2,32,9,999.6,998.6,.3,63,-10.1,1800
3,2018-03-01 18:00,-5.2,32,12,1004,1003.6,,58,-12.1,2000
3,2018-03-01 21:00,-6.9,32,13,1007.8,1007.4,.3,53,-14.8,3000
3,2018-03-02 00:00,-6.3,32,10,1008.3,1007.9,,53,-14.4,3000
3,2018-03-02 03:00,-6.2,32,15,1007.8,1007.4,,60,-12.6,3000
3,2018-03-02 06:00,-6.1,32,11,1011.4,1011,,53,-14.1,3000
3,2018-03-02 09:00,-4,32,3,1014.8,1014.4,,26,-20.7,3000
3,2018-03-02 12:00,-.4,23,5,1015.2,1014.8,,51,-9.2,3000
3,2018-03-02 15:00,0,14,2,1011.9,1011.5,,62,-6.5,3000
3,2018-03-02 18:00,-1.6,0,0,1010.9,1010.5,,76,-5.3,2100
3,2018-03-02 21:00,-5.9,32,2,1010.8,1010.4,,84,-8.1,3000
3,2018-03-03 00:00,-7.8,0,0,1011,1010.7,,90,-9.2,3000
3,2018-03-03 03:00,-9.7,0,0,1012.1,1011.7,,94,-10.5,3000
3,2018-03-03 06:00,-10.5,0,0,1012.3,1011.9,,90,-11.8,3000
3,2018-03-03 09:00,-3.1,0,0,1012.8,1012.4,,81,-5.9,3000
3,2018-03-03 12:00,-.2,14,4,1010.1,1009.7,,84,-2.6,3000
3,2018-03-03 15:00,.6,14,2,1007.2,1006.8,,87,-1.3,3000
3,2018-03-03 18:00,.6,0,0,1006.7,1006.3,,87,-1.3,3000
3,2018-03-03 21:00,-1.4,0,0,1008,1007.6,,90,-2.8,3000
3,2018-03-04 00:00,-2,0,0,1007.8,1007.4,,87,-3.8,2800
3,2018-03-04 03:00,-3.2,5,1,1008.3,1007.9,,90,-4.6,3000
3,2018-03-04 06:00,6.2,27,5,1010,1009.6,,52,-3,3000
3,2018-03-04 09:00,4.2,32,5,1014.8,1014.4,,35,-9.9,3000
3,2018-03-04 12:00,2.7,36,2,1018.2,1017.8,,32,-12.3,3000
3,2018-03-04 15:00,2.5,32,5,1019.2,1018.8,,23,-16.3,3000
3,2018-03-04 18:00,2.5,32,6,1021.2,1020.8,,23,-16.3,3000
3,2018-03-04 21:00,.8,32,4,1022.2,1021.8,,31,-14.4,3000
3,2018-03-05 00:00,-.4,0,0,1023.3,1022.9,,32,-14.9,3000
3,2018-03-05 03:00,-2.4,36,1,1023.7,1023.3,,37,-15.2,3000
3,2018-03-05 06:00,-4.4,36,2,1025.4,1025.1,,42,-15.3,3000
3,2018-03-05 09:00,-3.7,36,2,1026.8,1026.4,,43,-14.6,3000
3,2018-03-05 12:00,-.1,36,4,1024.4,1024,,29,-16.1,3000
3,2018-03-05 15:00,1.9,32,4,1022.1,1021.7,,27,-15.2,3000
3,2018-03-05 18:00,-.2,32,4,1023.4,1023,,26,-17.6,3000
3,2018-03-05 21:00,-3.7,32,2,1026.7,1026.3,,29,-19.1,3000
3,2018-03-06 00:00,-5.4,32,2,1028.5,1028.1,,33,-19,3000
3,2018-03-06 03:00,-6.7,0,0,1029.1,1028.7,,36,-19.4,3000
3,2018-03-06 06:00,-7.9,32,5,1031.9,1031.5,,36,-20.3,3000
3,2018-03-06 09:00,-4.7,0,0,1033.9,1033.5,,34,-18.1,3000
3,2018-03-06 12:00,-1.8,32,5,1033.5,1033.1,,33,-15.9,3000
3,2018-03-06 15:00,-.4,32,4,1032.5,1032.1,,19,-21.5,3000
3,2018-03-06 18:00,-2.7,23,6,1034.1,1033.7,,46,-12.7,3000
3,2018-03-06 21:00,-6.4,0,0,1036.3,1035.9,,65,-11.9,3000
3,2018-03-07 00:00,-7.6,32,2,1036.9,1036.5,,54,-15.3,3000
3,2018-03-07 03:00,-5.7,32,1,1036.4,1036,,52,-14,3000
3,2018-03-07 06:00,-6.7,32,2,1037.1,1036.7,,54,-14.5,3000
3,2018-03-07 09:00,-6.4,0,0,1037.2,1036.8,,77,-9.7,3000
3,2018-03-07 12:00,-5.6,14,1,1035.6,1035.2,.1,89,-7.1,800
3,2018-03-07 15:00,-5.8,14,1,1032.3,1031.9,.3,86,-7.7,800
3,2018-03-07 18:00,-6.1,32,1,1029.7,1029.3,.1,92,-7.2,800
3,2018-03-07 21:00,-5.7,32,4,1028.1,1027.7,1,95,-6.4,800
3,2018-03-08 00:00,-5.1,32,2,1026.7,1026.3,.3,95,-5.8,800
3,2018-03-08 03:00,-4.5,32,3,1025.3,1024.9,.8,91,-5.8,800
3,2018-03-08 06:00,-4,32,3,1024.6,1024.2,.3,91,-5.2,800
3,2018-03-08 09:00,-1.4,32,2,1024.7,1024.3,3,84,-3.7,800
3,2018-03-08 12:00,-.6,36,4,1025.4,1025,0,75,-4.4,2000
3,2018-03-08 15:00,-.2,36,6,1023.5,1023.1,0,63,-6.4,3000
3,2018-03-08 18:00,-1,32,4,1024.3,1023.9,,52,-9.7,3000
3,2018-03-08 21:00,-4.3,32,4,1026.1,1025.7,,49,-13.3,3000
3,2018-03-09 00:00,-6.1,32,6,1026.4,1026,,45,-16,3000
3,2018-03-09 03:00,-7.3,32,4,1026,1025.6,,47,-16.8,3000
3,2018-03-09 06:00,-7.8,32,7,1026.6,1026.2,,42,-18.5,3000
3,2018-03-09 09:00,-6.3,32,7,1027.1,1026.7,,37,-18.5,3000
3,2018-03-09 12:00,-4,32,6,1026.4,1026,,37,-16.6,3000
3,2018-03-09 15:00,-1.2,36,5,1024.1,1023.7,,24,-19.1,3000
3,2018-03-09 18:00,-2.2,27,2,1024.3,1023.9,,31,-17.1,3000
3,2018-03-09 21:00,-7.6,0,0,1025.4,1025,,73,-11.6,3000
3,2018-03-10 00:00,-10.8,0,0,1025.3,1024.9,,80,-13.6,3000
3,2018-03-10 03:00,-12.9,0,0,1025.2,1024.8,,80,-15.6,3000
3,2018-03-10 06:00,-9,0,0,1024.6,1024.2,,88,-10.6,3000
3,2018-03-10 09:00,-5.7,0,0,1024,1023.6,,87,-7.5,3000
3,2018-03-10 12:00,-2.5,0,0,1023.1,1022.7,,80,-5.4,2000
3,2018-03-10 15:00,-1.3,0,0,1020.7,1020.3,,82,-3.9,2000
3,2018-03-10 18:00,-1.4,0,0,1021.1,1020.7,,82,-4,2000
3,2018-03-10 21:00,-6.5,32,2,1021.6,1021.2,,86,-8.5,3000
3,2018-03-11 00:00,-3.3,36,3,1022,1021.6,,81,-6.1,3000
3,2018-03-11 03:00,-4,32,2,1023.4,1023,,59,-10.8,3000
3,2018-03-11 06:00,-5.4,32,4,1024.4,1024,,58,-12.4,3000
3,2018-03-11 09:00,-4.1,0,0,1025.6,1025.2,,61,-10.5,3000
3,2018-03-11 12:00,-1,32,2,1024.4,1024,,53,-9.3,3000
3,2018-03-11 15:00,1.2,32,3,1023,1022.6,,48,-8.7,3000
3,2018-03-11 18:00,.2,23,3,1023.8,1023.4,,59,-6.9,3000
3,2018-03-11 21:00,-4.9,32,1,1025.4,1025,,78,-8.1,3000
3,2018-03-12 00:00,-8.1,0,0,1025.6,1025.2,,92,-9.1,3000
3,2018-03-12 03:00,-8.7,0,0,1024.6,1024.2,,89,-10.2,3000
3,2018-03-12 06:00,-6.9,0,0,1023.9,1023.5,,88,-8.5,3000
3,2018-03-12 09:00,-3.7,0,0,1023.6,1023.2,,89,-5.2,2000
3,2018-03-12 12:00,1.9,0,0,1020.2,1019.8,,87,0,2000
3,2018-03-12 15:00,1.4,14,2,1015.6,1015.2,,88,-.3,2000
3,2018-03-12 18:00,1.1,0,0,1013.6,1013.2,,94,.3,1800
3,2018-03-12 21:00,1.1,0,0,1013,1012.6,,96,.6,1800
3,2018-03-13 00:00,2.3,36,3,1012.5,1012.1,,93,1.3,1800
3,2018-03-13 03:00,-1.2,0,0,1012.2,1011.8,,93,-2.2,3000
3,2018-03-13 06:00,-2.4,0,0,1011.4,1011,,94,-3.3,3000
3,2018-03-13 09:00,-.4,0,0,1011.7,1011.3,,92,-1.6,3000
3,2018-03-13 12:00,.7,0,0,1011.2,1010.8,,88,-1.1,2000
3,2018-03-13 15:00,.8,14,4,1007.9,1007.5,,92,-.3,2000
3,2018-03-13 18:00,-.2,14,3,1008.7,1008.3,,94,-1,2000
3,2018-03-13 21:00,-1,0,0,1011.1,1010.7,,97,-1.4,1100
3,2018-03-14 00:00,1.6,27,2,1013.8,1013.4,,82,-1.1,1100
3,2018-03-14 03:00,2.3,0,0,1015.4,1015,,94,1.5,2000
3,2018-03-14 06:00,1.7,9,1,1018,1017.6,,90,.3,2000
3,2018-03-14 09:00,2.3,14,2,1020.6,1020.2,,87,.4,2000
3,2018-03-14 12:00,2.7,14,2,1019.6,1019.2,,86,.6,2000
3,2018-03-14 15:00,2.9,14,1,1016.4,1016,,84,.5,2000
3,2018-03-14 18:00,1.2,18,2,1014.8,1014.4,,88,-.5,2100
3,2018-03-14 21:00,-1,0,0,1013.8,1013.4,,93,-2,2500
3,2018-03-15 00:00,-1.6,0,0,1012.7,1012.3,,94,-2.4,1500
3,2018-03-15 03:00,-.6,0,0,1012.6,1012.2,,92,-1.8,2000
3,2018-03-15 06:00,.9,18,2,1011.2,1010.8,,86,-1.1,2000
3,2018-03-15 09:00,3.5,14,3,1015.1,1014.7,1,85,1.2,800
3,2018-03-15 15:00,1.2,36,1,1018,1017.6,1,74,-3,1800
3,2018-03-15 18:00,1,32,7,1020.5,1020.1,,52,-7.8,2000
3,2018-03-15 21:00,-2.9,32,8,1024.3,1023.9,,39,-14.9,3000
3,2018-03-16 00:00,-4.5,32,8,1026.5,1026.1,,33,-18.5,3000
3,2018-03-16 03:00,-5.1,32,7,1026.9,1026.5,,35,-18.3,3000
3,2018-03-16 06:00,-5.5,32,8,1027.7,1027.3,,35,-18.4,3000
3,2018-03-16 09:00,-3.3,36,5,1029.6,1029.2,,31,-18,3000
3,2018-03-16 12:00,-.2,32,6,1030.4,1030,,29,-16.3,3000
3,2018-03-16 15:00,2.2,32,3,1028.1,1027.7,,24,-16.3,3000
3,2018-03-16 18:00,.4,0,0,1027.9,1027.5,,48,-9.3,3000
3,2018-03-16 21:00,-3.9,0,0,1028.7,1028.3,,73,-8,3000
3,2018-03-17 00:00,-6.1,0,0,1029,1028.6,,84,-8.4,3000
3,2018-03-17 03:00,-7.1,0,0,1028.8,1028.4,,88,-8.8,3000
3,2018-03-17 06:00,-7.1,0,0,1027.4,1027,,88,-8.8,3000
3,2018-03-17 09:00,-.4,0,0,1027.3,1026.9,,72,-4.8,3000
3,2018-03-17 12:00,1.1,14,4,1026,1025.6,,79,-2.1,3000
3,2018-03-17 15:00,1.4,14,4,1023.4,1023,,81,-1.5,3000
3,2018-03-17 18:00,1.3,14,1,1022,1021.6,,85,-.9,3000
3,2018-03-17 21:00,-1.4,0,0,1022.6,1022.2,,92,-2.5,3000
3,2018-03-18 00:00,-1.4,0,0,1021.8,1021.4,,92,-2.5,3000
3,2018-03-18 03:00,-1.8,0,0,1021.1,1020.7,,92,-2.9,3000
3,2018-03-18 06:00,-2.6,0,0,1020.1,1019.7,,91,-3.9,3000
3,2018-03-18 09:00,1,14,4,1019.7,1019.3,,88,-.7,3000
3,2018-03-18 12:00,2.6,14,4,1018.6,1018.2,,84,.2,3000
3,2018-03-18 15:00,3.1,14,4,1016.3,1015.9,,84,.7,3000
3,2018-03-18 18:00,4.5,0,0,1016.2,1015.8,,71,-.3,3000
3,2018-03-18 21:00,.5,0,0,1016.8,1016.4,,80,-2.5,3000
3,2018-03-19 00:00,8.3,32,3,1018.5,1018.1,,49,-1.7,3000
3,2018-03-19 03:00,6.2,36,7,1020.3,1019.9,,50,-3.4,3000
3,2018-03-19 06:00,3.7,32,6,1021.5,1021.1,,41,-8.2,2500
3,2018-03-19 09:00,4.7,36,3,1023.7,1023.3,,18,-17.7,3000
3,2018-03-19 12:00,6.1,36,8,1024.6,1024.2,,13,-19.9,3000
3,2018-03-19 15:00,7,36,5,1022.8,1022.4,,13,-19.6,3000
3,2018-03-19 18:00,5.1,36,5,1023.4,1023,,10,-24.6,3000
3,2018-03-19 21:00,2.3,32,6,1027.9,1027.5,,10,-26.6,3000
3,2018-03-20 00:00,-.2,32,6,1030.6,1030.2,,11,-27.5,3000
3,2018-03-20 03:00,-2.5,32,7,1032,1031.6,,20,-22.3,3000
3,2018-03-20 06:00,-4.1,32,8,1033.3,1032.9,,34,-17.6,3000
3,2018-03-20 09:00,-2.6,32,3,1035.3,1034.9,,37,-15.2,3000
3,2018-03-20 12:00,1.1,36,4,1034.3,1033.9,,25,-16.8,3000
3,2018-03-20 15:00,4.1,36,4,1032,1031.6,,18,-17.8,3000
3,2018-03-20 18:00,-1.7,14,4,1033,1032.6,,75,-5.5,3000
3,2018-03-20 21:00,-5.1,0,0,1031.8,1031.4,,83,-7.6,3000
3,2018-03-21 00:00,-6.5,0,0,1030.9,1030.5,,88,-8.1,3000
3,2018-03-21 03:00,-7.9,0,0,1029.8,1029.4,,90,-9.3,3000
3,2018-03-21 06:00,-8.4,0,0,1028,1027.6,,92,-9.4,3000
3,2018-03-21 09:00,-3.2,0,0,1026.9,1026.5,,79,-6.3,3000
3,2018-03-21 12:00,.4,14,4,1024.2,1023.8,,59,-6.6,3000
3,2018-03-21 15:00,1.2,9,5,1020.9,1020.5,,69,-3.9,3000
3,2018-03-21 18:00,0,14,3,1018.8,1018.4,,82,-2.7,3000
3,2018-03-21 21:00,-2.7,0,0,1018.4,1018,,84,-5,3000
3,2018-03-22 00:00,-4.9,0,0,1016,1015.6,,88,-6.6,3000
3,2018-03-22 03:00,-5.5,0,0,1015.3,1014.9,,87,-7.3,3000
3,2018-03-22 06:00,-5.5,0,0,1013.6,1013.2,,87,-7.3,3000
3,2018-03-22 09:00,2.4,0,0,1013.1,1012.7,,72,-2.2,3000
3,2018-03-22 12:00,4.7,14,2,1012.3,1011.9,,74,.5,3000
3,2018-03-22 15:00,6.4,14,5,1011.1,1010.7,,49,-3.5,3000
3,2018-03-22 18:00,5.6,0,0,1012.6,1012.2,,50,-3.9,3000
3,2018-03-22 21:00,-.4,32,1,1014.5,1014.1,,68,-5.5,3000
3,2018-03-23 00:00,-2.5,0,0,1015.2,1014.8,,82,-5.1,3000
3,2018-03-23 03:00,-4.5,0,0,1015.9,1015.5,,93,-5.4,3000
3,2018-03-23 06:00,-5.7,0,0,1016.7,1016.3,,97,-6.1,3000
3,2018-03-23 09:00,3.1,0,0,1018,1017.6,,66,-2.7,3000
3,2018-03-23 12:00,2.5,14,5,1017.6,1017.2,,87,.6,3000
3,2018-03-23 15:00,2.3,14,4,1016.3,1015.9,,91,1,3000
3,2018-03-23 18:00,3.1,0,0,1015.7,1015.3,,86,1,3000
3,2018-03-23 21:00,-.5,0,0,1016.4,1016,,94,-1.4,3000
3,2018-03-24 00:00,-1.2,0,0,1016.4,1016,,96,-1.7,3000
3,2018-03-24 03:00,-.4,0,0,1015.7,1015.2,,94,-1.3,2000
3,2018-03-24 06:00,.8,14,2,1015.6,1015.2,,90,-.7,2000
3,2018-03-24 09:00,4.7,0,0,1016.5,1016.1,,87,2.7,3000
3,2018-03-24 12:00,4.1,14,5,1016.6,1016.2,,88,2.3,3000
3,2018-03-24 15:00,6,14,4,1013.2,1012.8,,85,3.6,3000
3,2018-03-24 18:00,8.3,0,0,1013,1012.6,,58,.6,3000
